D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_54_865.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_54_865.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_54_865.jpg, 0, 0, 0, 7.927273E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_54_968.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_54_968.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_54_968.jpg, 0, 0, 0, 7.873945E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_070.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_070.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_070.jpg, 0, 0, 0, 7.790147E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_171.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_171.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_171.jpg, 0, 0, 0, 7.826182E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_272.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_272.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_272.jpg, 0, 0, 0, 7.815965E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_376.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_376.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_376.jpg, 0, 0, 0, 7.899654E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_482.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_482.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_482.jpg, 0, 0, 0, 7.771618E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_587.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_587.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_587.jpg, 0, 0, 0, 7.860856E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_692.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_692.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_692.jpg, 0, 0, 0, 7.812241E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_795.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_795.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_795.jpg, 0, 0, 0, 7.824163E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_898.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_898.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_898.jpg, 0, 0, 0, 7.802249E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_55_999.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_55_999.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_55_999.jpg, 0, 0, 0, 7.84361E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_102.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_102.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_102.jpg, 0, 0, 0, 7.794213E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_206.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_206.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_206.jpg, 0, 0, 0, 7.819232E-05
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_317.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_317.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_317.jpg, 0, 0.1090647, 0, 0.03989169
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_418.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_418.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_418.jpg, 0, 0.4127814, 0, 0.3779511
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_520.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_520.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_520.jpg, 0, 0.7113813, 0, 1.102311
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_625.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_625.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_625.jpg, 0, 1, 0, 2.400003
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_729.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_729.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_729.jpg, 0, 1, 0, 3.570857
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_835.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_835.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_835.jpg, -0.08765879, 1, 0, 4.741388
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_56_934.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_56_934.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_56_934.jpg, -0.346572, 1, 0, 5.877319
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_038.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_038.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_038.jpg, -0.05416534, 1, 0, 7.024775
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_139.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_139.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_139.jpg, 0, 1, 0, 8.157478
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_240.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_240.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_240.jpg, 0, 1, 0, 9.282766
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_341.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_341.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_341.jpg, -0.260301, 1, 0, 10.3779
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_441.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_441.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_441.jpg, -0.5642774, 1, 0, 11.38977
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_543.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_543.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_543.jpg, -0.5326055, 1, 0, 12.51529
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_647.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_647.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_647.jpg, -0.1821032, 1, 0, 13.80694
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_747.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_747.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_747.jpg, 0, 1, 0, 14.56846
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_848.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_848.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_848.jpg, 0, 1, 0, 15.94213
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_57_956.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_57_956.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_57_956.jpg, -0.1368237, 1, 0, 16.75137
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_059.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_059.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_059.jpg, -0.447888, 1, 0, 17.90844
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_162.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_162.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_162.jpg, -0.2043828, 1, 0, 18.75801
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_265.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_265.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_265.jpg, 0, 1, 0, 19.98889
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_369.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_369.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_369.jpg, 0, 1, 0, 21.08979
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_472.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_472.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_472.jpg, -0.1973859, 1, 0, 22.01644
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_573.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_573.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_573.jpg, -0.4982583, 1, 0, 22.90304
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_673.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_673.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_673.jpg, -0.2310669, 1, 0, 23.83152
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_780.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_780.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_780.jpg, 0, 1, 0, 24.79639
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_882.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_882.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_882.jpg, 0, 1, 0, 25.74795
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_58_986.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_58_986.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_58_986.jpg, -0.3087858, 1, 0, 26.84575
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_094.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_094.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_094.jpg, -0.2687547, 1, 0, 27.69429
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_201.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_201.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_201.jpg, 0, 1, 0, 28.62263
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_308.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_308.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_308.jpg, 0, 1, 0, 29.72017
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_417.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_417.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_417.jpg, 0, 1, 0, 30.19005
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_521.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_521.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_521.jpg, 0, 1, 0, 30.1903
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_625.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_625.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_625.jpg, 0, 1, 0, 30.19036
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_730.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_730.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_730.jpg, -0.312126, 1, 0, 30.16667
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_834.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_834.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_834.jpg, -0.2402352, 1, 0, 30.18737
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_25_59_940.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_25_59_940.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_25_59_940.jpg, 0, 1, 0, 30.18749
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_042.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_042.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_042.jpg, 0, 1, 0, 30.19015
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_146.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_146.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_146.jpg, -0.0475458, 1, 0, 30.19005
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_247.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_247.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_247.jpg, -0.2068764, 1, 0, 30.18281
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_353.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_353.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_353.jpg, 0, 1, 0, 30.18948
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_456.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_456.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_456.jpg, 0, 1, 0, 30.19022
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_557.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_557.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_557.jpg, -0.0602124, 1, 0, 30.18969
D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\center_2021_06_03_09_26_00_668.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\left_2021_06_03_09_26_00_668.jpg, D:\Self_Driving_Car_Class\Udacity_Simulator\Data\IMG\right_2021_06_03_09_26_00_668.jpg, -0.4324773, 1, 0, 30.15152
